,country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
155,Puerto Rico,6310.0,6630.0,7040.0,7480.0,7850.0,8450.0,8970.0,9460.0,9880.0,10700.0,11500.0,12000.0,12600.0,13100.0,13200.0,12900.0,13500.0,14100.0,14900.0,15900.0,16300.0,16300.0,15900.0,15400.0,16100.000000000002,16500.0,17100.0,17900.0,18800.0,19500.0,18700.0,19000.0,19800.0,20500.0,21200.0,21900.0,22200.0,23100.0,24200.0,25400.0,26100.0,27700.0,27900.0,27900.0,30400.0,29800.0,29500.0,29300.0,29000.0,28600.0,28600.0,28800.0,29200.0,29400.0,29600.0,29800.0,30000.0,29800.0,29700.0,30200.0,28100.0,28300.0
156,Portugal,3930.0,4120.0,4360.0,4600.0,4890.0,5270.0,5530.0,5980.0,6540.0,6740.0,7660.0,8200.0,8870.0,9860.0,9840.0,9060.0,9410.0,9830.0,10000.0,10500.0,10800.0,10900.0,11100.0,11000.0,10700.0,11000.0,11500.0,12200.0,13100.0,14000.0,14600.0,15200.0,15400.0,15100.0,15200.0,15800.0,16300.0,16900.0,17600.0,18200.0,18800.0,19000.0,19100.0,18800.0,19100.0,19200.0,19500.0,20000.0,20000.0,19300.0,19700.0,19400.0,18700.0,18600.0,18800.0,19300.0,19700.0,20400.0,21100.0,21600.0,19800.0,20800.0
157,Paraguay,1500.0,1560.0,1580.0,1610.0,1640.0,1700.0,1690.0,1800.0,1840.0,1880.0,1940.0,2000.0,2090.0,2180.0,2310.0,2410.0,2530.0,2750.0,3000.0,3270.0,3560.0,3790.0,3630.0,3420.0,3420.0,3480.0,3550.0,3720.0,3830.0,3980.0,4040.0,4070.0,4030.0,4130.0,4240.0,4420.0,4390.0,4470.0,4380.0,4230.0,4060.0,3950.0,3900.0,4020.0,4130.0,4170.0,4330.0,4520.0,4760.0,4700.0,5160.0,5320.0,5210.0,5560.0,5770.0,5860.0,6030.0,6230.0,6340.0,6230.0,6100.0,6260.0
158,Palestine,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,2140.0,2190.0,2120.0,2320.0,2590.0,2730.0,2440.0,2150.0,1840.0,2040.0,2430.0,2630.0,2540.0,2570.0,2690.0,2840.0,2930.0,3130.0,3240.0,3310.0,3230.0,3270.0,3480.0,3460.0,3420.0,3380.0,2920.0,3050.0
159,French Polynesia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,24600.0,26000.0,23900.0,26500.0,24900.0,24500.0,26400.0,24300.0,25400.0,28900.0,26600.0,27900.0,27600.0,29400.0,29600.0,28900.0,28700.0,28300.0,28200.0,28200.0,27200.0,30200.0,29800.0,28000.0,28000.0,27400.0,27800.0,26900.0,26100.0,25200.0,24700.0,24100.0,23700.0,23800.0,23800.0,24200.0,23700.0,23500.0,23700.0,23500.0,23300.0,22500.0,22300.0,21300.0,20400.0,19300.0,18200.0,17700.0,17700.0,17800.0,18300.0,18800.0,19000.0,19400.0,19700.0,17600.0,17700.0
160,Qatar,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,52200.0,51600.0,52600.0,52000.0,59600.0,58800.0,62000.0,60300.0,60500.0,60700.0,68300.0,73500.0,72900.0,72000.0,69700.0,67000.0,64200.0,60600.0,60100.0,59700.0,58500.0,61000.0
161,Romania,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,5020.0,4410.0,4060.0,4120.0,4290.0,4570.0,4760.0,4540.0,4460.0,4450.0,4570.0,4870.0,5250.0,5410.0,6010.0,6330.0,6870.0,7480.0,8310.0,7920.0,7660.0,8040.0,8230.0,8290.0,8660.0,8980.0,9290.0,10100.0,10800.0,11300.0,10900.0,11500.0
162,Russia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,8110.0,7850.0,7430.0,6350.0,5800.0,5070.0,4860.0,4690.0,4760.0,4520.0,4820.0,5320.0,5620.0,5910.0,6370.0,6860.0,7320.0,7950.0,8640.0,9090.0,8380.0,8760.0,9120.0,9480.0,9620.0,9520.0,9310.0,9310.0,9470.0,9740.0,9960.0,9710.0,10200.0
163,Rwanda,342.0,318.0,346.0,305.0,261.0,272.0,283.0,294.0,305.0,328.0,337.0,331.0,322.0,324.0,319.0,303.0,352.0,349.0,370.0,402.0,423.0,430.0,422.0,431.0,399.0,403.0,410.0,395.0,400.0,389.0,371.0,353.0,366.0,326.0,190.0,305.0,291.0,290.0,306.0,315.0,337.0,361.0,401.0,401.0,420.0,447.0,476.0,498.0,539.0,558.0,584.0,614.0,651.0,666.0,690.0,733.0,758.0,769.0,815.0,871.0,822.0,890.0
164,Saudi Arabia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,13200.0,13400.0,20400.0,23500.0,27400.0,32299.999999999996,35600.0,30700.0,34300.0,34900.0,31500.0,33500.0,33700.0,32700.000000000004,24700.0,19800.0,18000.0,15500.0,17400.0,15500.0,16800.0,16000.0,17700.0,19600.0,19600.0,18700.0,18300.0,17800.0,17800.0,17500.0,17600.0,16500.0,17000.0,16400.0,15500.0,16900.0,17800.0,18200.0,18000.0,17600.0,18000.0,17000.0,17300.0,18600.0,19200.0,19300.0,19600.0,20000.0,19900.0,19300.0,19300.0,19000.0,18100.0,18700.0
165,Sudan,1410.0,1370.0,1430.0,1350.0,1300.0,1350.0,1270.0,1250.0,1240.0,1230.0,1270.0,1260.0,1160.0,1130.0,1220.0,1360.0,1530.0,1560.0,1410.0,1290.0,1260.0,1300.0,1330.0,1310.0,1220.0,1120.0,1160.0,1300.0,1290.0,1400.0,1300.0,1370.0,1440.0,1480.0,1460.0,1510.0,1560.0,1800.0,1830.0,1850.0,1910.0,1970.0,2040.0,2110.0,2160.0,2210.0,2290.0,2340.0,2360.0,2220.0,2240.0,2380.0,2220.0,2210.0,2250.0,2230.0,2230.0,2180.0,2050.0,1950.0,1830.0,1750.0
166,Senegal,1170.0,1180.0,1140.0,1130.0,1140.0,1120.0,1120.0,1080.0,1110.0,1010.0,1060.0,1030.0,1070.0,977.0,989.0,1030.0,1100.0,1040.0,979.0,1020.0,1040.0,1060.0,1120.0,1030.0,1040.0,1050.0,1050.0,1080.0,1040.0,1050.0,1020.0,1010.0,998.0,984.0,958.0,985.0,981.0,987.0,1020.0,1060.0,1080.0,1100.0,1070.0,1100.0,1130.0,1150.0,1140.0,1140.0,1160.0,1160.0,1160.0,1150.0,1160.0,1160.0,1200.0,1240.0,1280.0,1340.0,1380.0,1410.0,1390.0,1440.0
167,Singapore,3610.0,3780.0,3950.0,4240.0,4000.0,4210.0,4530.0,4980.0,5560.0,6240.0,7000.0,7720.0,8590.0,9330.0,9730.0,9970.0,10600.0,11100.0,11900.0,12800.0,14000.0,14700.0,15100.0,16200.0,17300.0,17100.0,17400.0,19000.0,20600.0,22000.0,23300.0,24100.0,25000.0,27100.0,29200.0,30400.0,31300.0,32800.0,31000.0,32600.0,34900.0,33600.0,34600.0,36700.0,39900.0,41800.0,44200.0,46200.0,44600.0,43300.0,48800.0,50700.0,51700.0,53300.0,54700.0,55600.0,56900.0,59500.0,61400.0,61300.0,59000.0,66200.0
168,Solomon Islands,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,2250.0,2140.0,2030.0,2040.0,1980.0,1850.0,1790.0,1880.0,1840.0,1860.0,1850.0,1900.0,2080.0,2100.0,2210.0,2360.0,2330.0,2240.0,2210.0,2140.0,1790.0,1610.0,1530.0,1590.0,1670.0,1760.0,1790.0,1810.0,1880.0,1900.0,2030.0,2130.0,2130.0,2180.0,2150.0,2130.0,2200.0,2210.0,2220.0,2200.0,2080.0,2030.0
169,Sierra Leone,501.0,501.0,514.0,514.0,538.0,566.0,564.0,553.0,554.0,589.0,628.0,637.0,631.0,633.0,643.0,641.0,627.0,615.0,618.0,633.0,650.0,655.0,673.0,644.0,656.0,608.0,600.0,626.0,566.0,556.0,553.0,559.0,461.0,468.0,457.0,419.0,424.0,394.0,397.0,387.0,403.0,356.0,426.0,447.0,461.0,469.0,478.0,505.0,519.0,521.0,534.0,553.0,620.0,730.0,744.0,577.0,597.0,607.0,614.0,631.0,604.0,615.0
170,El Salvador,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,2650.0,2770.0,2840.0,2860.0,2880.0,2900.0,2940.0,3040.0,3120.0,3200.0,3220.0,3310.0,3460.0,3570.0,3360.0,2780.0,2590.0,2400.0,2390.0,2380.0,2350.0,2310.0,2320.0,2320.0,2290.0,2360.0,2360.0,2480.0,2590.0,2680.0,2780.0,2780.0,2840.0,2900.0,2940.0,2960.0,2970.0,3000.0,3040.0,3070.0,3150.0,3290.0,3340.0,3400.0,3320.0,3370.0,3490.0,3570.0,3640.0,3690.0,3760.0,3850.0,3920.0,4010.0,4100.0,3760.0,4130.0
171,San Marino,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,48800.0,51600.0,55400.0,55800.0,57800.0,56600.0,57500.0,59100.0,59700.0,61100.0,64500.0,63500.0,56300.0,52300.0,46600.0,42500.0,42000.0,41600.0,42300.0,42900.0,42800.0,43300.0,44100.0,41400.0,15765.051020408164
172,Somalia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,13023.145,13284.465,13763.845771144279,14091.66169154229,14999.445544554455,15523.569306930693,15408.357843137255,14767.956097560975,15025.756097560976,15285.558252427185,15402.648780487805,335.0,348.0,388.0,405.0,399.0,414.0,428.0,424.0,428.0
173,Serbia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,2780.0,2960.0,3180.0,3300.0,3000.0,3190.0,3420.0,3640.0,3810.0,4160.0,4400.0,4650.0,4970.0,5270.0,5150.0,5210.0,5350.0,5340.0,5520.0,5460.0,5590.0,5810.0,5960.0,6260.0,6570.0,6550.0,7110.0
174,South Sudan,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,13023.145,13284.465,13763.845771144279,14091.66169154229,14999.445544554455,15523.569306930693,2290.0,2300.0,2300.0,2080.0,1070.0,1170.0,1200.0,1070.0,16069.849514563106,16325.73786407767,16600.563106796115,16833.014705882353,15232.731343283582,15765.051020408164
175,Sao Tome and Principe,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,1070.0,1080.0,1140.0,1150.0,1190.0,1270.0,1280.0,1330.0,1330.0,1390.0,1420.0,1430.0,1470.0,1540.0,1570.0,1610.0,1640.0,1670.0,1680.0,1700.0,1690.0
176,Suriname,3870.0,3920.0,3930.0,3990.0,4100.0,4440.0,5120.0,5550.0,5770.0,5830.0,5790.0,5830.0,5720.0,5630.0,5680.0,5870.0,6440.0,7160.0,7710.0,7760.0,7120.0,7610.0,7260.0,6940.0,6750.0,6800.0,6760.0,6270.0,6670.0,6850.0,6470.0,6590.0,6560.0,6080.0,6230.0,6110.0,6050.0,6260.0,6280.0,6080.0,6100.0,6240.0,6310.0,6600.0,7070.0,7310.0,7640.0,7940.0,8180.0,8330.0,8660.0,9070.0,9210.0,9390.0,9320.0,8910.0,8380.0,8430.0,8750.0,8760.0,7280.0,7010.0
177,Slovak Republic,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,6650.0,6760.0,7150.0,7540.0,8020.0,8480.0,8820.0,8800.0,8910.0,9220.0,9640.0,10200.0,10700.0,11400.0,12400.0,13700.0,14500.0,13700.0,14600.0,15000.0,15100.0,15200.0,15600.0,16400.0,16700.0,17200.0,17800.0,18200.0,17600.0,18200.0
178,Slovenia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,13300.0,13700.0,14400.0,14900.0,15700.0,16200.0,16700.0,17300.0,17800.0,18600.0,19200.0,20300.0,21600.0,22300.0,20400.0,20600.0,20700.0,20200.0,19900.0,20500.0,20900.0,21500.0,22600.0,23500.0,24100.0,22900.0,24700.0
179,Sweden,16500.0,17400.0,18000.0,18900.0,20000.0,20600.0,20800.0,21400.0,22000.0,22900.0,24400.0,24400.0,24900.0,25900.0,26600.0,27200.0,27400.0,26900.0,27200.0,28200.0,28700.0,28800.0,29100.0,29600.0,30900.0,31500.0,32200.000000000004,33200.0,33900.0,34600.0,34600.0,33900.0,33400.0,32500.0,33500.0,34600.0,35100.0,36200.0,37700.0,39300.0,41100.0,41600.0,42400.0,43200.0,44900.0,46000.0,47900.0,49100.0,48500.0,46000.0,48400.0,49500.0,48900.0,49000.0,49900.0,51500.0,52000.0,52600.0,53000.0,53500.0,52000.0,54300.0
180,Eswatini,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,946.0,1050.0,1070.0,1140.0,1170.0,1300.0,1230.0,1200.0,1180.0,1180.0,1280.0,1430.0,1400.0,1370.0,1410.0,1410.0,1520.0,1680.0,1710.0,1860.0,2170.0,2120.0,2110.0,2110.0,2160.0,2260.0,2300.0,2330.0,2360.0,2400.0,2410.0,2410.0,2490.0,2570.0,2650.0,2790.0,2940.0,3050.0,3060.0,3100.0,3200.0,3250.0,3410.0,3520.0,3530.0,3580.0,3590.0,3640.0,3700.0,3770.0,3670.0,3920.0
181,Sint Maarten (Dutch part),4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,13023.145,13284.465,13763.845771144279,14091.66169154229,14999.445544554455,15523.569306930693,15408.357843137255,32400.0,33600.0,35800.0,35000.0,33600.0,33100.0,32299.999999999996,31500.0,29200.0,27100.0,16833.014705882353,15232.731343283582,15765.051020408164
182,Seychelles,3230.0,2990.0,3150.0,3390.0,3500.0,3380.0,3750.0,3680.0,3860.0,3770.0,4010.0,4550.0,4720.0,5070.0,5050.0,5090.0,5800.0,5330.0,6420.0,7370.0,6990.0,6340.0,6230.0,6130.0,6370.0,7020.0,6960.0,6970.0,7320.0,8090.0,8610.0,8730.0,9310.0,9690.0,9360.0,9150.0,9460.0,10500.0,11100.0,11100.0,11200.0,10900.0,10700.0,10200.0,9940.0,10800.0,11600.0,12700.0,12200.0,12000.0,12300.0,13700.0,13700.0,14300.0,14700.0,15200.0,15800.0,16300.0,16600.0,17000.0,15600.0,16600.0
183,Syria,524.0,564.0,681.0,604.0,640.0,634.0,568.0,595.0,597.0,686.0,652.0,686.0,833.0,721.0,877.0,986.0,1070.0,1010.0,1080.0,1050.0,1160.0,1210.0,1210.0,1190.0,1060.0,1120.0,1000.0,983.0,1120.0,939.0,945.0,987.0,1080.0,1120.0,1170.0,1210.0,1300.0,1330.0,1380.0,1300.0,1270.0,1250.0,1270.0,1330.0,1380.0,1430.0,1440.0,1420.0,1430.0,1490.0,1540.0,1550.0,1150.0,891.0,856.0,857.0,813.0,806.0,803.0,781.0,727.0,15765.051020408164
184,Turks and Caicos Islands,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,13023.145,13284.465,13763.845771144279,14091.66169154229,14999.445544554455,15523.569306930693,15408.357843137255,14767.956097560975,15025.756097560976,25200.0,24000.0,23200.0,24200.0,25800.0,26400.0,24700.0,25100.0,25400.0,18100.0,18200.0
185,Chad,560.0,557.0,576.0,556.0,531.0,524.0,506.0,500.0,489.0,512.0,512.0,490.0,485.0,434.0,446.0,476.0,481.0,483.0,472.0,364.0,341.0,345.0,346.0,381.0,384.0,463.0,431.0,407.0,454.0,460.0,429.0,449.0,465.0,383.0,413.0,400.0,391.0,399.0,413.0,396.0,379.0,410.0,429.0,473.0,605.0,682.0,663.0,662.0,659.0,663.0,728.0,703.0,739.0,754.0,778.0,774.0,703.0,660.0,653.0,653.0,622.0,596.0
186,Togo,324.0,358.0,365.0,377.0,422.0,475.0,502.0,510.0,514.0,548.0,542.0,525.0,550.0,556.0,569.0,569.0,545.0,569.0,617.0,571.0,636.0,597.0,557.0,509.0,520.0,532.0,524.0,511.0,529.0,534.0,517.0,499.0,466.0,398.0,456.0,470.0,493.0,546.0,518.0,515.0,497.0,488.0,493.0,513.0,495.0,460.0,459.0,440.0,445.0,457.0,472.0,489.0,508.0,525.0,542.0,559.0,576.0,586.0,601.0,618.0,614.0,632.0
187,Thailand,598.0,612.0,638.0,669.0,693.0,727.0,784.0,827.0,869.0,899.0,974.0,993.0,1010.0,1080.0,1100.0,1130.0,1200.0,1290.0,1390.0,1440.0,1480.0,1530.0,1580.0,1640.0,1700.0,1740.0,1810.0,1940.0,2160.0,2390.0,2610.0,2790.0,2970.0,3170.0,3370.0,3600.0,3750.0,3600.0,3280.0,3400.0,3510.0,3600.0,3790.0,4020.0,4240.0,4390.0,4570.0,4780.0,4830.0,4760.0,5080.0,5090.0,5430.0,5540.0,5560.0,5710.0,5880.0,6100.0,6340.0,6460.0,6040.0,6120.0
188,Tajikistan,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,1410.0,1410.0,1350.0,1500.0,1350.0,1310.0,1190.0,827.0,684.0,530.0,455.0,372.0,373.0,390.0,403.0,430.0,462.0,501.0,545.0,590.0,618.0,649.0,687.0,728.0,741.0,774.0,814.0,856.0,899.0,937.0,970.0,1010.0,1060.0,1120.0,1170.0,1200.0,1280.0
189,Turkmenistan,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,2660.0,2880.0,2680.0,3530.0,3280.0,2720.0,2680.0,2170.0,1970.0,2060.0,1800.0,1900.0,2180.0,2260.0,2330.0,2300.0,2350.0,2430.0,2710.0,2970.0,3250.0,3670.0,3840.0,4120.0,4640.0,5070.0,5480.0,5940.0,6210.0,6480.0,6780.0,7090.0,7420.0,15232.731343283582,15765.051020408164
190,Timor-Leste,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,948.0,1080.0,994.0,954.0,938.0,943.0,881.0,948.0,1030.0,1110.0,1190.0,1230.0,1270.0,1280.0,1310.0,1320.0,1350.0,1290.0,1260.0,1530.0,1990.0,2060.0
191,Tonga,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,2290.0,2400.0,2450.0,2490.0,2650.0,2710.0,2780.0,2710.0,2710.0,2640.0,2810.0,2810.0,2900.0,3040.0,3260.0,3310.0,3330.0,3390.0,3500.0,3510.0,3620.0,3770.0,3830.0,3720.0,3700.0,3680.0,3670.0,3840.0,3630.0,3650.0,3890.0,3930.0,3950.0,4050.0,4120.0,4410.0,4560.0,4590.0,4630.0,4640.0,4480.0
192,Trinidad and Tobago,4290.0,4800.0,4830.0,5010.0,5300.0,5250.0,5380.0,5420.0,5630.0,5720.0,5860.0,5860.0,6120.0,6130.0,6280.0,6290.0,6610.0,7120.0,7730.0,7890.0,8590.0,8870.0,9090.0,8060.0,7510.0,7110.0,6780.0,6390.0,6080.0,5970.0,6010.0,6150.0,6720.0,6630.0,6830.0,7060.0,7530.0,8070.0,8690.0,9360.0,9970.0,10300.0,11100.0,12600.0,13500.0,14300.0,16100.000000000002,16800.0,17200.0,16400.0,16800.0,16700.0,17600.0,18200.0,18700.0,18400.0,17000.0,16100.000000000002,15700.0,15600.0,14400.0,14200.0
